model,accuracy,f1_weighted,cv_f1_weighted_mean,cv_f1_weighted_std,cv_accuracy_mean,cv_accuracy_std,roc_auc_ovr_weighted
NeuralNetwork,0.9940740740740741,0.9940732352695987,0.994137267057565,0.0013462665610089511,0.9941358024691359,0.0013524013765559425,0.9999439892043807
